33.54952776,-86.83322104
34.20067971,-86.803119
34.480052,-85.771989
33.53215402,-86.70727612
33.62585416,-85.78605605
34.00091973,-86.00622293
31.29653856,-86.49686888
33.65579452,-85.82492582
34.80358899,-86.97679318
34.821499,-86.883652
31.0183082,-87.47965057
32.63126491,-85.4504975
32.37788571,-86.17686831
33.84444103,-87.2342444
33.355756,-86.821372
33.65463868,-85.81980613
33.84109063,-87.23649347
32.927923,-87.105896
33.59443252,-86.66566862
32.51150356,-85.02082455
32.14612458,-85.71603027
33.310784,-86.777235
34.16251249,-85.65704605
33.43925012,-86.09395761
33.27604087,-85.82480438
32.53505556,-85.9108058
33.50380601,-86.80740119
33.16467034,-86.25503538
34.68478569,-86.73509673
34.722817,-86.552377
34.20067971,-86.8027559
34.18043615,-86.83960875
31.12631663,-87.07166113
31.46149,-85.63096
33.20633068,-87.52691788
34.55386752,-86.97353616
34.59110621,-86.97422942
32.82371697,-85.16951497
32.6381302,-85.40407913
33.59425077,-86.66576796
34.83624858,-87.64872053
32.55125116,-86.19010706
33.70936203,-87.82303392
31.23629061,-85.45830008
30.26811535,-87.68816513
34.00929217,-85.96681896
32.84686285,-87.88911949
31.70113068,-87.77661987
34.74654156,-87.69884287
33.94116575,-86.05994601
34.17781524,-86.83929302
33.50971746,-86.78865932
34.6952107,-86.57894952
34.7216968,-86.57418434
30.608458,-87.860828
32.6358958,-85.40376912
31.99558435,-87.29938925
32.36862882,-86.28416828
31.53094979,-87.89427792
31.82892403,-86.64526169
34.2513623,-87.48398695
34.48306403,-87.28603526
34.821499,-86.883652
34.74972951,-86.76226306
34.30215671,-86.27911984
34.3630232,-86.4217964
34.22069775,-86.15901566
31.88817975,-85.15477193
31.31818255,-85.85512893
34.72493056,-86.57943062
31.29225956,-86.25523351
34.763381,-86.101466
30.68107471,-88.19700821
31.50096564,-87.31899349
32.35841961,-86.23627743
30.90192478,-87.78315973
33.65712075,-85.82330372
33.67554396,-86.81925973
33.65458148,-85.82495004
33.23363311,-87.56949546
33.92900988,-87.82408704
33.609294,-86.824798
32.383298,-86.139982
34.83856973,-87.67089493
33.464999,-86.812929
33.50974625,-86.78867645
34.72259315,-86.5802138
34.69794919,-86.74131507
34.5600657,-86.99806167
33.27600107,-88.09033519
32.47884172,-86.42032644
32.383298,-86.139982
33.49912489,-86.84751656
31.763,-86.276167
34.45742716,-88.14348394
33.98558414,-86.00498012
32.90068274,-85.88822802
34.51817325,-87.71642483
33.25593742,-86.813482
33.24811525,-86.81540568
34.74505732,-87.6772842
33.4991248,-86.84751696
30.42736629,-87.68321745
31.21539137,-85.36131288
33.46270927,-86.777401
30.6854024,-88.13990352
33.93307697,-86.49409681
33.50974625,-86.78867645
33.41044,-86.679396
33.623712,-86.294346
33.66769983,-85.8249706
30.6801787,-88.19456214
30.68190624,-88.19883283
30.69210045,-88.08067234
34.722817,-86.552377
33.37312086,-86.99163524
33.23306508,-87.53765344
30.42874814,-87.68380967
30.51999746,-87.89033173
30.57654526,-87.89793944
32.5034361,-87.83839772
33.51621677,-86.7452097
33.620691,-86.650165
31.7842787,-85.95921827
32.4314701,-85.69336023
33.50705179,-86.8005413
30.69608957,-88.076904
32.42974243,-87.05432814
31.04847358,-85.88926599
33.464999,-86.812929
33.46270927,-86.777401
34.35960113,-92.78584124
35.94299491,-89.91893824
33.21825133,-92.67232437
36.07488178,-90.96680518
33.135008,-92.001188
33.60845118,-92.05848959
34.18672799,-92.01549706
33.58722907,-92.85122419
36.076704,-90.520905
34.7421652,-92.37847142
34.78476497,-92.21922446
34.56966236,-92.58910699
34.12370028,-93.08812259
34.51671519,-91.5574705
35.454486,-91.991647
36.34261342,-92.395192
35.05476367,-93.38848413
34.46605806,-93.06757408
34.46812938,-93.0692942
34.65088571,-93.05693957
33.355103,-91.292526
36.129929,-92.194452
35.08484207,-92.45683942
35.35593952,-94.35780693
35.244679,-90.795535
33.90005842,-91.49034129
34.04668283,-94.35184991
33.593026,-91.768869
36.373176,-93.742726
34.28639473,-92.1227336
34.996073,-90.758832
35.60805339,-91.26602803
34.50256467,-90.6054539
34.007095,-93.881003
36.09798374,-94.15813084
36.350168,-94.251034
36.34261342,-92.395192
34.18901262,-92.01818901
35.4643948,-93.44246841
33.66964397,-94.13501481
33.27529974,-93.23993398
33.20772279,-92.6956964
34.592549,-94.187702
36.35629024,-94.17356433
36.35748341,-93.55192556
35.35348929,-94.35245845
35.35348929,-94.35245845
35.86419164,-90.624611
36.23576308,-93.10728982
34.87237575,-92.12390568
36.179504,-94.047963
36.350168,-94.251034
34.18649025,-92.018802
33.584668,-92.833741
35.1452996,-90.18762638
35.619019,-92.543769
36.39048706,-90.20244962
35.23622146,-91.73219707
36.34069854,-92.39249097
34.57352109,-92.58501288
36.16891,-94.460195
33.21825133,-92.6724878
35.43657301,-94.33822184
35.8357281,-90.69311644
35.83745948,-90.70375731
35.28285467,-93.14991065
34.74817851,-92.34129661
34.71255359,-92.34322611
34.81437258,-92.20671346
35.16994211,-92.72012043
35.85525266,-92.08191238
34.48516326,-93.03283138
35.351149,-94.351027
34.748958,-92.35365
34.75157491,-92.32097524
33.64941579,-93.58699332
35.76949025,-91.63483231
36.297329,-91.551962
33.53863601,-112.358275
32.34768807,-111.0801806
32.17600293,-110.8610494
32.32314142,-111.0140012
33.50143552,-112.0041493
